rank,uri,artist_names,track_name,source,peak_rank,weeks_on_chart,streams,country
191,spotify:track:7fbuABzGfagLWkI54bxL6c,Patricio Rey y sus Redonditos de Ricota,Un Ángel para Tu Soledad,Patricio Rey Discos,165,53,329565,argentine
192,spotify:track:4khWEpnaijN0G1x019Uzdr,Morat,No Se Va,Universal Music Spain S.L.,90,61,329067,argentine
193,spotify:track:1MRhIdcloOD0uiiG3ybXGX,Patricio Rey y sus Redonditos de Ricota,Un Poco de Amor Francés,Patricio Rey Discos,125,118,325054,argentine
194,spotify:track:6Xom58OOXk2SoU711L2IXO,Bad Bunny,Moscow Mule,Rimas Entertainment LLC,1,63,325018,argentine
195,spotify:track:2hn2zOA2XFlv6DSmesylrL,Ryan Castro Peso Pluma SOG,QUEMA,Sony Music Latin,195,1,324724,argentine
196,spotify:track:0tTkyk0axNyWRHzPBgRb8l,Ke Personajes,No Se,Ke Personajes,103,24,324411,argentine
197,spotify:track:44m9PAUZYeOEGeaTYh6NAl,No Te Va Gustar Juan Casanova,Tan Lejos,Elefante Blanco,159,54,323778,argentine
198,spotify:track:7FwSZyO5ynlN0OJGVOjE6k,Yami Safdie Milo j,El Bolero,WM Argentina,71,22,323197,argentine
199,spotify:track:3v3nabIFa3PxGCL4w1NiHp,Milo j,FLA,DALE PLAY Records,61,15,321743,argentine
200,spotify:track:2WD9ggmpZE7Wodh3qVVCgg,Soda Stereo,De Música Ligera - Remasterizado 2007,Columbia,145,102,321576,argentine
1,spotify:track:7AOJcugo17Kr1WUheSI6Oq,Luca-Dante Spadafora Niklas Dee Octavian Peter Plate Ulf Leo Sommer,Mädchen auf dem Pferd,Zeitgeist,1,9,255202,australie
2,spotify:track:1G3lhcT4Nx8uAAoiCElyMX,Jala Brat Buba Corelli RAF Camora,10 DO 2,IMPERIA by EMDC Network,2,1,230733,australie
3,spotify:track:3FBGZ03eQVsVA2KUapFvwm,Jala Brat Buba Corelli Hava,Dale,IMPERIA by EMDC Network,3,1,208007,australie
4,spotify:track:4ISoGiS2XVfeFLO0PgVYAk,RAF Camora HoodBlaq,Tropicana,Indipendenza,1,2,192756,australie
5,spotify:track:6tAKikIvnoWfUeZrfkopLL,Ski Aggu Joost Otto Waalkes,Friesenjung,jungeratze & Albino Sports,1,9,190072,australie
6,spotify:track:2FDTHlrBguDzQkp7PVj16Q,Dave Central Cee,Sprinter,Neighbourhood / Live Yours,4,8,183867,australie
7,spotify:track:7oQepKHmXDaPC3rgeLRvQu,Udo Lindenberg Apache 207,Komet,Warner Music Central Europe,2,27,172125,australie
8,spotify:track:0QlOkt8nkZ8zqu8xb2SHU8,Niklas Dee Old Jim Enny-Mae,Not Fair,Kontor Records,8,7,159414,australie
9,spotify:track:5YWu6dt50Nieq8qi572RF8,SIRA Bausa badchieff,9 bis 9,Four Music/SIRA,9,5,159391,australie
10,spotify:track:42Ztw2ZtZR3mtWjXpg0R5I,Yung Yury Damn Yury,TABU.,5Zero,5,15,157940,australie
11,spotify:track:6wQG8O5jMwLuAaeN03nop6,RAF Camora Yung Hurn,Wien,Indipendenza,1,5,151707,australie
12,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,Miserable Music Group LLC,1,15,143894,australie
13,spotify:track:5EqZIbLptCkJARJXOdseF9,Bonez MC,So?,187 Strassenbande,1,3,137008,australie
14,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",Darkroom/Interscope Records,14,2,136457,australie
15,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,Gunna,fukumean,300 Entertainment,15,6,133255,australie
16,spotify:track:4jzM2jZS2n1mKGt75ObhNJ,Jala Brat Buba Corelli BOUNTY & COCOA DJ Tomekk,Marakesh,IMPERIA by EMDC Network,16,1,127205,australie
17,spotify:track:3IhM5Mber8KA0NaRNpK2px,Tiësto,Lay Low,Atlantic Records,12,29,124608,australie
18,spotify:track:1CknK1sYAhoYxZEs5OfqEq,Ski Aggu SIRA,mietfrei,Bamboo Artist & Label Services,13,2,121402,australie
19,spotify:track:5L3ecxQnQ9qTBmnLQiwf0C,Travis Scott Bad Bunny The Weeknd,K-POP,Cactus Jack/Epic,19,1,120451,australie
20,spotify:track:78h9wCrvci2eKbssISzNbb,RAF Camora Ahmad Amin,Strada,Indipendenza,1,6,115601,australie
21,spotify:track:3k79jB4aGmMDUQzEwa46Rz,Olivia Rodrigo,vampire,Olivia Rodrigo PS,7,4,114969,australie
22,spotify:track:714u8kwDsxE4Jdv5QVmMkt,Ufo361,Traum_V2,Epic/Stay High,22,1,109064,australie
23,spotify:track:741UUVE2kuITl0c6zuqqbO,Nicki Minaj Ice Spice Aqua,Barbie World (with Aqua) [From Barbie The Album],Atlantic Records,23,1,107531,australie
24,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,Miley Cyrus,Flowers,Columbia,1,28,105847,australie
25,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,22,8,105840,australie
26,spotify:track:798N3AVTpnPSuYPh7KBCKA,RAF Camora Luciano,All Night,Indipendenza,1,17,104938,australie
27,spotify:track:5OXgrcI2K6erTLMTlEJ23H,AYLIVA,Weißes Haus,Whiteheart Records/WM Germany,17,2,103864,australie
28,spotify:track:3BKD1PwArikchz2Zrlp1qi,David Guetta Anne-Marie Coi Leray,Baby Don't Hurt Me,Parlophone UK,16,16,103626,australie
29,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,Parlophone UK,29,49,102920,australie
30,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,Atlantic Records,30,7,102023,australie
31,spotify:track:3AjSfp5FDvwtMU9XBsbS8j,Creeds,Push Up - Main Edit,Columbia/B1 Recordings,25,15,101814,australie
32,spotify:track:7x9aauaA9cu6tyfpHnqDLo,Jung Kook Latto,Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,15,2,101113,australie
33,spotify:track:4uUG5RXrOk84mYEfFvj3cK,David Guetta Bebe Rexha,I'm Good (Blue),Parlophone UK,1,48,100239,australie
34,spotify:track:6G6vaX3CKRD3OJbVUaPM9f,Gzuz The Cratez,Was macht Gzuz?!,GOLD LEAGUE/RBK,34,1,99667,australie
35,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,Aftermath,2,42,95660,australie
36,spotify:track:6OMjtuz1sYVsHpdeZPUR1n,Ricchi E Poveri,Sarà perché ti amo,Ariola Express,14,22,95096,australie
37,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,Atlantic Records,26,135,94077,australie
38,spotify:track:5FmcqoKNe4pZqWrCVlVASl,SIRA Bausa badchieff,9 bis 9 Sped Up (Shirli Version),Four Music/SIRA,38,3,92990,australie
39,spotify:track:5qEGAHerczFt3HmL9lhh4j,Miksu / Macloud makko,Nachts wach (Lila Wolken Bootleg),Futura,5,48,89756,australie
40,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,6,129,89264,australie
41,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,Columbia,1,69,89058,australie
42,spotify:track:5TYmnScjaRecWuBqEaA7S5,01099 Paul Ski Aggu,Anders,01099/WM Germany,8,14,88126,australie
43,spotify:track:23SqoExnmW4BTJEYzMJze8,RAF Camora Bonez MC,Blaues Licht,Indipendenza,1,105,87367,australie
44,spotify:track:1D0kYwRjSpYq7s7iieS8Oi,Bobby Vandamme,Brazil Funk Freestyle ??,RCA/GOLD LEAGUE/GOVA Ent.,16,2,86500,australie
45,spotify:track:6LBmaJYwbLHfQwIreMCLlw,Nina Chuba,Wildberry Lillet,Jive,1,50,86492,australie
46,spotify:track:4ORixxN5kLrSgSwwuttB4t,AYLIVA,In deinen Armen,Whiteheart Records/WM Germany,8,6,85163,australie
47,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,I Ain't Worried,Interscope Records,9,60,84049,australie
48,spotify:track:35DkXhxqTMiQB582tfjowU,Ion Miles SIRA BHZ,Powerade,Sony Music/BHZ,3,66,84019,australie
49,spotify:track:22skzmqfdWrjJylampe0kt,Macklemore & Ryan Lewis Macklemore Ryan Lewis Ray Dalton,Can't Hold Us (feat. Ray Dalton),Macklemore,17,180,82958,australie
50,spotify:track:2hFOXN8Eq2gXIGGMIdHdWJ,Ski Aggu Endzone Ericson,Party Sahne,jungeratze,39,42,82526,australie
51,spotify:track:2F2p7b5Xq20mRyEeWYaeUF,Purple Disco Machine Kungs Julian Perretta,Substitution (Feat. Julian Perretta),Universal Music Division Island Def Jam,38,12,82293,australie
52,spotify:track:2RMALBOw1E6ZDJJEPGrKif,Ashafar RAF Camora Elai,TIKI TAKA,Ashafar,52,1,81844,australie
53,spotify:track:6vu5xJWIvukCK8cwBXOOj0,Milky Chance,Living In A Haze,Muggelig Records GmbH,21,16,80629,australie
54,spotify:track:7x8kEAb4YRrMsM3nt1fZro,RAF Camora,ANNA,Indipendenza,1,12,79286,australie
55,spotify:track:6WzRpISELf3YglGAh7TXcG,The Weeknd Playboi Carti Madonna,Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,XO / Republic Records,35,8,79211,australie
56,spotify:track:63aQEOk9W5rqWdLWJoaQws,Ufo361 lucidbeatz,Match_3,Epic/Stay High,7,8,78641,australie
57,spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,Loreen,Tattoo,Universal Music AB,2,13,78135,australie
58,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,Parlophone UK,58,8,77337,australie
59,spotify:track:5obtXG3NaPZykEFPWRPTPo,Dardan Azet,Malli,Hypnotize Entertainment,9,3,76466,australie
60,spotify:track:4GUrzAwDBOyEMQTo42GGzf,Bonez MC Gzuz,Cinnamon Roll,187 Strassenbande,2,14,74504,australie
61,spotify:track:3kgt8Ys78I6GBZlQrWqZiA,Miksu / Macloud makko,Nachts wach,Futura,1,55,73674,australie
62,spotify:track:5JdLUE9D743ob2RtgmVpVx,Jain,Makeba,Columbia,18,8,73530,australie
63,spotify:track:2FiJGvN3fiXMwms9IftNV0,FiNCH Tream,LiEBE AUF DER RÜCKBANK,Walk This Way Records,63,8,73330,australie
64,spotify:track:09uvUS8BwfwwSW0lHCJIkz,CRO,nie weg,Columbia/truworks records,64,1,72257,australie
65,spotify:track:7xaqxUl08zOg0YNUHokQpq,Miksu / Macloud t-low,Sehnsucht,Futura,1,73,71723,australie
66,spotify:track:6T98vmgojTvqsYgmVuIyVv,RAF Camora CRO,Bei Nacht,Indipendenza,1,10,71600,australie
67,spotify:track:05Mp2UJulSttxQ4E6hQPH3,Bonez MC RAF Camora Maxwell,Ohne mein Team,AUF!KEINEN!FALL!,33,342,71349,australie
68,spotify:track:5YdnOm5990Kfq1Jodws98B,Felix Jaehn Ray Dalton,Call It Love,Virgin,13,43,68938,australie
69,spotify:track:5ZduaRci3iNUiDfJbBfAaf,Matt Sassari,Give It To Me - Full Vocal Mix,Cr2 Records,25,46,68594,australie
70,spotify:track:62NrIrsxxNXJVvtRivWYjM,Ikke Hüftgold Schürze DJ Robin,Bumsbar,Summerfield Records,22,13,68462,australie
71,spotify:track:2H7jZg2HliuQhZjfBblLrZ,Pashanim,Sommergewitter,Urban,2,107,67620,australie
72,spotify:track:2D0sOCo1zDMmt2dgFeqBs4,Bonez MC,Alles nur kein Star,187 Strassenbande,2,8,67406,australie
73,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,Post Malone,Chemical,Mercury Records/Republic Records,11,15,67140,australie
74,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,Don Omar Lucenzo,Danza Kuduro,UMLE - Machete,29,88,67081,australie
75,spotify:track:7qiUjLVo6zLj8WmxPMqoXD,CRO,Einmal um die Welt,BMG Rights Management,33,79,66429,australie
76,spotify:track:3rb0tMq42WfggucPm0HHkA,MEDUZA James Carter Elley Duhé FAST BOY,Bad Memories (feat. Elley Duhé & FAST BOY),Universal-Island Records Ltd.,9,51,65463,australie
77,spotify:track:3VIEbpdr64a1mNSa8MqBAm,Fäaschtbänkler,ALL IN (Lieblingslieder),Rosenklang,64,21,64752,australie
78,spotify:track:7AyE8MRf4dIK75mqqpks9S,Nina Chuba,Mangos mit Chili,Jive,7,25,64172,australie
79,spotify:track:3xIMkM5LgbVDkpO74O3Np3,Troye Sivan,Rush,EMI Recorded Music Australia Pty Ltd,53,2,64044,australie
80,spotify:track:5HsrYtb503rCCWyZvGtf4v,Endzone TM,61 Grad (Deep House RMX),2Live Entertainment,45,63,63483,australie
81,spotify:track:7nftwanrXNZxK2l1W6tmHl,badmómzjay Juju,Mh Mh,Vertigo Berlin,81,1,63137,australie
82,spotify:track:0PZ04XgQ14FmKZBg3Gxlhr,Lana Del Rey,Radio,Polydor Records,38,8,62752,australie
83,spotify:track:0FDzzruyVECATHXKHFs9eJ,Coldplay,A Sky Full of Stars,Parlophone UK,83,1,62253,australie
84,spotify:track:6TJJfeL9UUi0xNnYvte2av,Finnel,Dorfkinder,Epic/VIRRAL,84,1,61926,australie
85,spotify:track:1uUgy87UHT9rlbxHirty3g,Peter Fox Inéz,Zukunft Pink (feat. Inéz),Warner Music Central Europe,3,40,61893,australie
86,spotify:track:3879mntZAUN5J9ejHjjvpr,Tream treamiboii,Zelten auf Kies,3AM MUSIC,61,11,61870,australie
87,spotify:track:7sJNeWTXkZCEC7OnFMpGWL,Luciano Aitch BIA,Bamba (feat. Aitch & BIA),URBAN,1,44,60936,australie
88,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,Taylor Swift,4,40,60910,australie
89,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Heat Waves,Polydor Records,1,136,60520,australie
90,spotify:track:7DyDjhZMEIK5Ied4juTCyc,AYLIVA MERO,Sie weiß (feat. Mero),Whiteheart Records/WM Germany,1,29,60518,australie
91,spotify:track:3uUuGVFu1V7jTQL60S1r8z,Lost Frequencies Calum Scott,Where Are You Now,Epic Amsterdam,4,104,60476,australie
92,spotify:track:3VezyVVENyPQ5u2DIJsITb,Tream treamiboii HBz,LEBENSLANG - HBz Remix,HBzMusic,29,73,60471,australie
93,spotify:track:3JlHRjPt2TNB9h7VFf0im2,Jonas Blue Felix Jaehn,Weekends,Positiva,61,16,60355,australie
94,spotify:track:4atLPkcljMp14JBaigYFKC,Empire of the Sun southstar,We Are The People - southstar Remix,Columbia/B1 Recordings,63,26,59751,australie
95,spotify:track:6b37xrsNCWYIUphFBazqD6,Manu Chao,Me Gustas Tu,Radio Bemba,60,29,59686,australie
96,spotify:track:4q05KbxYZ5JdkmrletgPjF,Jax Jones Calum Scott,Whistle (feat. Calum Scott),Polydor Records,74,12,59440,australie
97,spotify:track:4zN21mbAuaD0WqtmaTZZeP,James Hype Miggy Dela Rosa,Ferrari,Universal-Island Records Ltd.,3,61,59337,australie
98,spotify:track:5QVOfXj8466NDNQRAqfWaA,Pashanim,Bagchaser Can,Urban,2,10,58788,australie
99,spotify:track:23RoR84KodL5HWvUTneQ1w,Peggy Gou,(It Goes Like) Nanana - Edit,XL Recordings,95,5,57838,australie
100,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,Play It Again Sam,71,85,57369,australie
101,spotify:track:7JAx138Rw3k7L1rUIgnNqh,HoodBlaq,PASS AUF,Columbia/BE.ELA.QU GmbH,6,18,57355,australie
102,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,27,158,57294,australie
103,spotify:track:7wBrglFVTNCcW6IhdgBkm1,Coldplay,Paradise,Parlophone UK,103,1,57290,australie
104,spotify:track:1SaSTeiR7cqi5fUXZlGr4e,Casper CRO,sommer (feat. CRO),EKLAT Tonträger/Warner Music Central Europe,20,3,56648,australie
105,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Summertime Sadness,Polydor Records,87,47,56214,australie
106,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,Metro Boomin The Weeknd 21 Savage,Creepin' (with The Weeknd & 21 Savage),Republic Records,7,34,55883,australie
107,spotify:track:1gUwi1o1S9W9P0FQgJdY8s,P!nk,TRUSTFALL,RCA Records Label,31,26,55680,australie
108,spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M,Apache 207,Roller,Four Music Local,1,203,55568,australie
109,spotify:track:2T3jgoAMbBXiMMD8pSc6QL,Amy Macdonald,This Is The Life,EMI,35,22,54699,australie
110,spotify:track:7jPdqwZug0ovtDZsY5uK4T,Ryan Gosling,I’m Just Ken (From Barbie The Album),Atlantic Records,110,1,54503,australie
111,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,Elton John Dua Lipa PNAU,Cold Heart - PNAU Remix,EMI,4,99,54498,australie
112,spotify:track:3gVhsZtseYtY1fMuyYq06F,Rammstein,Sonne,Vertigo Berlin,91,10,53932,australie
113,spotify:track:7jYwZOptDPesQgzj7vhsEF,Rubi FABE BROWN,ONLY 4 LIFE - Remix,Polydor,40,28,53608,australie
114,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,Columbia,30,144,53552,australie
115,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,87,116,53505,australie
116,spotify:track:6RUKPb4LETWmmr3iAEQktW,The Chainsmokers Coldplay,Something Just Like This,Disruptor Records/Columbia,2,64,53487,australie
117,spotify:track:5eTaQYBE1yrActixMAeLcZ,Calvin Harris Ellie Goulding,Miracle (with Ellie Goulding),Columbia,86,20,53486,australie
118,spotify:track:6fsbuVwtZHq8bCfUOfmkNL,Apache 207,Breaking your heart,Four Music/Feder Musik,5,17,53414,australie
119,spotify:track:7fZBQnc0zXwVybgCIrQQil,Imanbek BYOR,Belly Dancer,Musical Freedom,11,68,53141,australie
120,spotify:track:5VxmI3IdgAxWVvUnJoLuY2,Charli XCX,Speed Drive (From Barbie The Album),Atlantic Records,120,1,52704,australie
121,spotify:track:3BzqMLJnK8bHmlnKssixn5,Jamal HoodBlaq,REIN GEHEN,Columbia/BE.ELA.QU GmbH,54,4,52291,australie
122,spotify:track:3K00Ib1shkOEiAXU5pec6e,Lost Frequencies Elley Duhé X Ambassadors,Back To You,Epic Amsterdam,55,28,52218,australie
123,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,Big Machine Records LLC,96,5,51883,australie
124,spotify:track:7aJgh6LCvhXJfD7PHjhG70,Michael Schulte R3HAB,Waterfall,Polydor,122,8,51861,australie
125,spotify:track:46HNZY1i7O6jwTA7Slo2PI,Coldplay BTS,My Universe,Parlophone UK,36,35,51758,australie
126,spotify:track:16HZAn6XX5XIzKMqcZYoIY,Miksu / Macloud makko t-low,Ich will,Futura,16,3,51716,australie
127,spotify:track:55UV0fGoHXF749CYfEgRRv,RAF Camora,Matrix,Indipendenza,5,5,51249,australie
128,spotify:track:1TcPzAOy7RjHtLVV2uJgo5,KALIM Bawer,5ive on it,Urban,70,2,51092,australie
129,spotify:track:088awAD3rYnxfYzTfOBu2s,Jala Brat Buba Corelli Baby its Pablo,Padam,IMPERIA by EMDC Network,94,3,50983,australie
130,spotify:track:36gcliMRX1vCpgnrZE3dFZ,Tiësto Tate McRae,10:35,Atlantic Records,11,38,50958,australie
131,spotify:track:5atei5eVpWKUJj5olSI32L,Apache 207,Wenn das so bleibt,Four Music/Feder Musik,6,10,50939,australie
132,spotify:track:5xX2LYdXyx0Boa61rZOjq5,Luciano,Beautiful Girl,URBAN,1,65,50899,australie
133,spotify:track:3LtpKP5abr2qqjunvjlX5i,Central Cee,Doja,Central Cee,12,53,50662,australie
134,spotify:track:6Mw1NYkSkqrX1HtzDdTdAZ,CRO,Traum,BMG Rights Management,27,93,50621,australie
135,spotify:track:76OGwb5RA9h4FxQPT33ekc,Rosa Linn,SNAP,Columbia,12,57,50532,australie
136,spotify:track:4UOXo3xWnxYdTf3sFyRaUG,Bonez MC RAF Camora,500 PS,187 Strassenbande,2,248,50230,australie
137,spotify:track:3avYqdwHKEq8beXbeWCKqJ,Katy Perry,Last Friday Night (T.G.I.F.),Capitol Records,137,1,50061,australie
138,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Taylor Swift,Style,Big Machine Records LLC,106,4,49971,australie
139,spotify:track:0nrRP2bk19rLc0orkWPQk2,Avicii,Wake Me Up,Universal Music AB,10,113,49969,australie
140,spotify:track:2bPGTMB5sFfFYQ2YvSmup0,Rammstein,Deutschland,Rammstein,18,22,48982,australie
141,spotify:track:6h6HgJ66laDl6bY8W59Jdn,VIZE Joris Sava July,Ghost Town,Virgin,112,5,48960,australie
142,spotify:track:0uQbTk0GFM9PxE0rN1UWZb,Josh.,Expresso & Tschianti,WM Germany,15,84,48941,australie
143,spotify:track:1s7oOCT8vauUh01PbJD6ps,Rema Selena Gomez,Calm Down (with Selena Gomez),Mavin Records / Jonzing World,40,45,48867,australie
144,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,Domino Recording Co,69,46,48788,australie
145,spotify:track:1v7L65Lzy0j0vdpRjJewt1,Eminem,Lose Yourself,Aftermath,50,173,48758,australie
146,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,Coldplay,Fix You,Parlophone Records Limited,146,2,48434,australie
147,spotify:track:2mitiDTMPJ82NxsUyK9pu5,Azet Dardan,Gang,FastLife Records/Warner Music Central Europe,16,5,48141,australie
148,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,Journey,Don't Stop Believin' (2022 Remaster),Columbia/Legacy,91,212,48010,australie
149,spotify:track:3DvPDYdU1EjLooP8EYFoV2,AYLIVA,Aber sie,Whiteheart Records/WM Germany,17,6,47848,australie
150,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,13,206,47679,australie
151,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,Sam Smith Kim Petras,Unholy (feat. Kim Petras),Capitol Records UK / EMI,1,44,47537,australie
152,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,Metro Boomin Travis Scott Young Thug,Trance (with Travis Scott & Young Thug),Republic Records,75,22,47362,australie
153,spotify:track:4kLLWz7srcuLKA7Et40PQR,Black Eyed Peas,I Gotta Feeling,Interscope,47,107,47280,australie
154,spotify:track:2fF8V1O1i1Y8s06FmJHJlz,Teya Dora,Džanum,Epic Local,25,16,46988,australie
155,spotify:track:1aOl53hkZGHkl2Snhr7opL,Dean Lewis,How Do I Say Goodbye,Universal Music Australia Pty. Ltd.,12,47,46953,australie
156,spotify:track:3pyZgbg3uC8NlBQ3E81zlb,Hava Dardan,Normal,Hypnotize Entertainment,18,7,46691,australie
157,spotify:track:41ZYUGtRGAi3SEx23AZXfB,Bonez MC RAF Camora,Sommer,187 Strassenbande,2,29,46672,australie
158,spotify:track:3xWGA8pa0IKFI7IMPri4P0,Ed Sheeran,Shivers,Atlantic Records UK,1,98,46573,australie
159,spotify:track:3yfqSUWxFvZELEM4PmlwIR,Eminem,The Real Slim Shady,Interscope,45,121,46528,australie
160,spotify:track:0GONea6G2XdnHWjNZd6zt3,Bryan Adams,Summer Of '69,A&M,122,56,46495,australie
161,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,Metro Boomin Future Don Toliver,Too Many Nights (feat. Don Toliver & with Future),Republic Records,77,22,46255,australie
162,spotify:track:4LS6vJEprctsUTYjkHh6v7,S.T.S,Irgendwann bleib i dann dort,Universal Music GmbH,122,11,46105,australie
163,spotify:track:2USlegnFJLrVLpoVfPimKB,Gabry Ponte LUM!X Prezioso,Thunder,Spinnin' Records,28,113,46075,australie
164,spotify:track:7lD0SNdtIYGV30yxu4494I,Toby Romeo YouNotUs,What It Feels Like,Virgin,156,3,45913,australie
165,spotify:track:3FcqFCeCD6QRtRo6WGLCnC,Alligatoah,Willst du,Trailerpark,158,33,45870,australie
166,spotify:track:7MXVkk9YMctZqd1Srtv4MB,The Weeknd Daft Punk,Starboy,Universal Republic Records,10,64,45662,australie
167,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,Farruko,Pepas,Sony Music Latin,9,102,45514,australie
168,spotify:track:3p7XQpdt8Dr6oMXSvRZ9bg,Ed Sheeran,Eyes Closed,Atlantic Records UK,12,18,45287,australie
169,spotify:track:4y2ByRvvOFdctOilj4Qpvn,Henny Breskvica,Ko to tamo,Generacija Zed,38,6,45250,australie
170,spotify:track:2q7jpVfCtcuRwcur9nQeuC,Liaze equal,PARADISE (MIT DIR),VENTURA Records,2,59,45093,australie
171,spotify:track:780be5fB7823aHG06mwTat,Bakermat,Baianá,Columbia/B1 Recordings,148,7,45046,australie
172,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,Coolio L.V.,Gangsta's Paradise,Tommy Boy Music LLC,24,123,44860,australie
173,spotify:track:6JbEv82gvOqbjEMJs24MiF,Lucry & Suena Blumengarten 01099 Gustav Zachi,rosa rugosa,BMG Rights Management GmbH,173,1,44847,australie
174,spotify:track:2HhiBxUs6rHRVsw6prFbYn,Azet DJ Gimi-O,Bona,FastLife Records/Warner Music Central Europe,41,2,44825,australie
175,spotify:track:1YWr18dWRmuvPgAsPBsOow,FAST BOY Topic,Forget You,Virgin,149,10,44718,australie
176,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Bones,Kid Ina Korner / Interscope,43,63,44654,australie
177,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,Big Machine Records LLC,38,28,44532,australie
178,spotify:track:6XcoiOYiNbIxzpt8WRxq8Z,Rammstein,Du hast,Vertigo Berlin,178,1,44332,australie
179,spotify:track:54eE5H6F1HhyM5L4fRLq8s,Loi,Gold,VOLKSMUSIC/WM Germany,41,28,43954,australie
180,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,4,124,43805,australie
181,spotify:track:5CqkgDH8QZjSqqI3HmYxDD,Pashanim,Airwaves,Urban,4,125,43596,australie
182,spotify:track:6nYJWAPKIJfXIKtiYc4P4O,Restricted,Big Jet Plane,Island Germany,80,24,43385,australie
183,spotify:track:2toCf2FDbTIdWriPI6kcsY,Nina Chuba Chapo102,Ich hass dich,Jive,11,39,43264,australie
184,spotify:track:0ZfByLXCeKchuj7zi1CJ0S,Milky Chance,Stolen Dance,Stoned In Paradise,111,28,43218,australie
185,spotify:track:3BO4UigXOiXept5Ubdikkv,Nimo Pajel,Rolling on a river,MOONBOYS ENT.,185,1,43194,australie
186,spotify:track:3RM5RpRDDdST1njqOMG141,Culcha Candela,Monsta,Sony Music/CULCHA SOUND,94,48,43125,australie
187,spotify:track:5CvAzdenlzv3ImMcG7awJV,Julian Sommer Mia Julia,Peter Pan,Electrola,58,17,43107,australie
188,spotify:track:75JFxkI2RXiU7L9VXzMkle,Coldplay,The Scientist,Parlophone Records Limited,141,2,43041,australie
189,spotify:track:5YqEzk3C5c3UZ1D5fJUlXA,Nicky Youre dazy,Sunroof,Thirty Knots/Columbia,40,65,43021,australie
190,spotify:track:6Ec5LeRzkisa5KJtwLfOoW,Metro Boomin A$AP Rocky Roisee,Am I Dreaming (Metro Boomin & A$AP Rocky Roisee),Republic Records,67,8,42994,australie
